Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
25310000,1.8608004,4366.0,1221.156577346082,0.0006736655,0.0,0.0,1.0
25320000,1.9075181,5999.0,1220.9069043065265,0.0012652756,-0.5,-0.5,1.0
25330000,1.8922294,None,None,0.006041319,None,None,1.0
25340000,1.926291,5999.0,1220.655253839658,0.005038952,0.0,0.0,1.0
25350000,1.9469465,5999.0,1220.6553621933936,0.0044618137,0.0,0.0,1.0
25360000,1.9177786,5999.0,1220.6519677517238,0.0043991595,0.0,0.0,1.0
25370000,1.9125508,5999.0,1220.6504684616202,0.0041740625,0.0,0.0,1.0
25380000,1.9260831,5999.0,1220.649764064168,0.0035175025,0.0,0.0,1.0
25390000,1.9454914,None,None,0.0036660836,None,None,1.0
25400000,1.9119248,5999.0,1220.6488168116814,0.0035891118,0.0,0.0,1.0
25410000,1.8992647,5999.0,1220.6484126029873,0.0036869168,0.0,0.0,1.0
25420000,1.9277593,5999.0,1220.6500847402424,0.00249616,0.0,0.0,1.0
25430000,1.8981045,5999.0,1220.6475887096965,0.0030193147,0.0,0.0,1.0
25440000,1.9472854,None,None,0.0025299594,None,None,1.0
25450000,1.9174036,5999.0,1220.6446605523586,0.0023767657,0.0,0.0,1.0
25460000,1.865331,3208.0,1220.1421143707425,0.0022415316,-0.3333333333333333,-0.3333333333333333,1.0
25470000,1.912859,796.3333333333334,1220.1441040820744,0.002912945,0.0,0.0,1.0
25480000,1.872029,2177.5,1220.14779097812,0.0033655688,0.0,0.0,1.0
25490000,1.8689886,None,None,0.03755591,None,None,1.0
25500000,1.8347679,3660.0,1220.1490163412875,0.043955404,0.0,0.0,1.0
25510000,1.8385773,5414.0,1220.1490163412875,0.03841801,0.0,0.0,1.0
25520000,1.9117261,5999.0,1220.1518024248542,0.03981902,0.0,0.0,1.0
25530000,1.9100561,None,None,0.032122158,None,None,1.0
25540000,1.895297,3372.0,1220.4004306173983,0.032147367,0.0,0.0,1.0
25550000,1.8927419,4680.75,1220.6496034810073,0.022861207,0.25,0.25,1.0
25560000,1.8870549,5999.0,1220.6510035066458,0.01337445,0.0,0.0,1.0
25570000,1.9102491,3588.0,1220.899013310537,0.015489151,0.5,0.5,1.0
25580000,1.9364647,5999.0,1221.146158486907,-0.008942698,0.0,0.0,1.0
25590000,1.8885286,None,None,-0.025309274,None,None,1.0
25600000,1.9048741,5999.0,1221.641641352627,-0.024724368,0.5,0.5,1.0
25610000,1.8750182,5999.0,1221.6398271777846,-0.030164808,0.0,0.0,1.0
25620000,1.903962,5999.0,1221.4693759888032,-0.032045178,0.0,0.0,1.0
25630000,1.9311954,5999.0,1221.1318589074972,-0.028715929,-0.5,-0.5,1.0
25640000,1.928535,None,None,-0.0015244912,None,None,1.0
25650000,1.9340739,5999.0,1221.1318589074972,-0.0021229049,None,None,1.0
25660000,1.9212536,4038.6666666666665,1221.1318815308439,-0.00020975465,0.25,0.25,1.0
25670000,1.9362098,871.6,1221.1263055923607,-0.005642891,0.0,0.0,1.0
25680000,1.887455,1781.0,1221.1252154166648,0.0427091,0.0,0.0,1.0
25690000,1.8793676,None,None,0.050179977,None,None,1.0
25700000,1.9045101,3507.5,1221.123626044489,0.035687868,0.0,0.0,1.0
25710000,1.8994031,5149.5,1221.11871123326,0.03435131,0.0,0.0,1.0
25720000,1.8464034,5999.0,1221.2829329281356,0.049116604,0.3333333333333333,0.3333333333333333,1.0
25730000,1.8962514,5999.0,1221.6163316824222,-0.020635594,0.0,0.0,1.0
25740000,1.9101291,5999.0,1221.6163316824222,-0.018700313,0.0,0.0,1.0
25750000,1.9211998,None,None,-0.035706826,None,None,1.0
25760000,1.8830606,5999.0,1221.4478173120908,-0.0151059795,-0.3333333333333333,-0.3333333333333333,1.0
25770000,1.932219,3057.0,1220.3585574535414,-0.03502216,-0.6666666666666666,-0.6666666666666666,1.0
25780000,1.8898771,5999.0,1220.1160151663933,-0.018214287,0.0,0.0,1.0
25790000,1.9358251,None,None,-0.018588271,None,None,1.0
25800000,1.889893,5999.0,1220.1214729023723,-0.017023562,0.0,0.0,1.0
25810000,1.9261363,4029.0,1219.2896546530126,-0.021608906,-1.0,-1.0,1.0
25820000,1.9249477,5999.0,1219.1265169064818,-0.009757979,0.0,0.0,1.0
25830000,1.8890637,5999.0,1219.1281191762807,-0.026178861,0.0,0.0,1.0
25840000,1.879407,5999.0,1219.132477051142,-0.021612754,0.0,0.0,1.0
25850000,1.8673015,3143.0,1219.6360634504024,0.03536073,1.0,1.0,1.0
25860000,1.7988906,5999.0,1219.6397665027391,-0.045820102,0.0,0.0,1.0
25870000,1.8471134,2381.3333333333335,1219.8086531669505,0.0688546,0.3333333333333333,0.3333333333333333,1.0
25880000,1.8754784,1567.0,1220.312622716891,0.07322901,0.3333333333333333,0.3333333333333333,1.0
25890000,1.8688066,2180.5,1220.6466191390002,0.033389438,0.0,0.0,1.0
25900000,1.8848726,4664.0,1220.647317403891,0.061652053,1.0,1.0,1.0
25910000,1.9098611,None,None,0.010641674,None,None,1.0
25920000,1.8389987,5861.666666666667,1220.6523644802865,0.027629668,0.0,0.0,1.0
25930000,1.8305887,4813.75,1221.0281603123185,0.01998254,0.25,0.25,1.0
25940000,1.8749179,5999.0,1221.150411405516,-0.013727766,0.0,0.0,1.0
25950000,1.8830996,None,None,-0.007869671,None,None,1.0
25960000,1.9326696,5999.0,1221.150411405516,-0.007363902,-1.0,-1.0,1.0
25970000,1.9135487,5999.0,1221.1506909027041,-0.0022810856,0.0,0.0,1.0
25980000,1.9198694,5999.0,1221.148340493059,-0.0022693495,0.0,0.0,1.0
25990000,1.9134265,5999.0,1221.1473792402332,-0.0025815736,0.0,0.0,1.0
26000000,1.9261622,1345.0,1221.6453254765804,-0.0010488173,1.0,1.0,1.0
26010000,1.9228811,4886.0,1221.3953167933992,-0.0016830042,0.0,0.0,1.0
26020000,1.9456359,5999.0,1221.1452789411644,-0.0037464295,-0.5,-0.5,1.0
26030000,1.9202745,2015.0,1220.6445623299442,-0.015253162,-1.0,-1.0,1.0
26040000,1.9242837,5999.0,1220.6431953319927,0.00626449,0.0,0.0,1.0
26050000,1.9163905,5999.0,1220.6419778949664,0.0071881944,0.0,0.0,1.0
26060000,1.93399,None,None,0.016351528,None,None,1.0
26070000,1.930391,3400.0,1220.6415406669537,-0.00918965,0.0,0.0,1.0
26080000,1.9167227,1171.5,1220.391922041702,-0.013242923,-0.5,-0.5,1.0
26090000,1.932995,2467.5,1220.1409556217948,-0.0060573816,0.0,0.0,1.0
26100000,1.934345,4045.0,1220.140214468427,-0.002248211,0.0,0.0,1.0
26110000,1.9413188,5149.0,1220.1406710086603,-0.0042318646,0.0,0.0,1.0
26120000,1.91739,5999.0,1220.1428201677181,-0.002507712,0.0,0.0,1.0
26130000,1.8941988,5999.0,1220.1442592246897,-0.0035830126,0.0,0.0,1.0
26140000,1.8871541,5999.0,1220.1433615257865,-0.024371076,0.0,0.0,1.0
26150000,1.8828676,5999.0,1220.1432114821425,-0.025277872,0.0,0.0,1.0
26160000,1.9008949,None,None,-0.024464551,None,None,1.0
26170000,1.8882272,5999.0,1220.1437723940442,-0.01922049,0.0,0.0,1.0
26180000,1.8878239,5999.0,1220.0211027053808,-0.020946039,0.0,0.0,1.0
26190000,1.8844597,2683.6666666666665,1219.9845869854014,-0.021653907,-0.25,-0.25,1.0
26200000,1.8795424,4692.0,1220.0294730057365,-0.019446328,0.3333333333333333,0.3333333333333333,1.0
26210000,1.8789204,None,None,-0.02432154,0.0,0.0,1.0
26220000,1.8898051,5999.0,1220.1569948442516,-0.032681756,0.0,0.0,1.0
26230000,1.818207,5999.0,1220.1598463579362,-0.02417672,0.0,0.0,1.0
26240000,1.848525,5147.0,1219.0420575993476,-0.050515324,-1.0,-1.0,1.0
26250000,1.9230616,3220.5,1219.174216189008,0.021576604,0.3333333333333333,0.3333333333333333,1.0
26260000,1.9456736,3952.0,1219.4244491925588,-0.0130872205,0.5,0.5,1.0
26270000,1.957322,573.5,1219.1771109490792,-0.002047451,-0.5,-0.5,1.0
26280000,1.9576423,891.5,1219.1822539896611,0.002098911,0.0,0.0,1.0
26290000,1.9641824,2903.0,1219.187644362156,-0.0006872332,0.0,0.0,1.0
26300000,1.9251672,2778.6666666666665,1219.5270526748022,0.013983798,0.3333333333333333,0.3333333333333333,1.0
26310000,1.954899,4726.0,1219.6968557446062,0.0006949234,0.0,0.0,1.0
26320000,1.8728629,5999.0,1219.6959389275155,-0.021642871,0.0,0.0,1.0
26330000,1.9061811,2980.0,1219.1978175131012,-0.003476337,-0.5,-0.5,1.0
26340000,1.9137139,3585.5,1218.6991914888142,0.062201977,-0.5,-0.5,1.0
26350000,1.8813224,5999.0,1218.7046449952459,0.025099471,0.0,0.0,1.0
26360000,1.830641,5999.0,1218.7102514965347,0.0007678153,0.0,0.0,1.0
26370000,1.8014026,5999.0,1219.213209417403,-0.023105633,1.0,1.0,1.0
26380000,1.8158681,5586.0,1218.7186685856482,-0.07456375,-0.25,-0.25,1.0
26390000,1.8466467,5999.0,1218.725887049538,-0.0454695,0.0,0.0,1.0
26400000,1.8635262,4875.0,1218.8977548479277,-0.040927723,0.0,0.0,1.0
26410000,1.9524275,None,None,-0.021892482,None,None,1.0
26420000,1.8796803,5999.0,1218.4009990552952,-0.02420104,-0.3333333333333333,-0.3333333333333333,1.0
26430000,1.8240011,5999.0,1218.2409638517956,0.038909655,0.0,0.0,1.0
26440000,1.8465937,4074.5,1217.7524594554684,0.033433408,-0.5,-0.5,1.0
26450000,1.8933072,3989.5,1217.011179729252,-0.0027631526,-1.0,-1.0,1.0
26460000,1.8902788,3353.5,1216.904716736241,0.03836696,0.0,0.0,1.0
26470000,1.8829435,399.0,1216.294813039355,-0.008979412,-0.5,-0.5,1.0
26480000,1.8945023,1554.0,1216.3047551997324,-0.015119669,0.0,0.0,1.0
26490000,1.8683372,3130.0,1216.3130910892985,-0.013765644,-0.5,-0.5,1.0
26500000,1.8855592,3476.0,1216.1574602853198,-0.015046545,-0.3333333333333333,-0.3333333333333333,1.0
26510000,1.9121349,5083.0,1215.3379679291768,-0.010605038,-0.5,-0.5,1.0
26520000,1.9355819,3908.5,1214.8553123723232,-0.0073285797,-0.5,-0.5,1.0
26530000,1.9138312,4416.0,1214.370706712921,0.011518037,-1.0,-1.0,1.0
26540000,1.9152981,5999.0,1214.3826493443858,0.024234436,0.0,0.0,1.0
26550000,1.914616,5999.0,1214.3826493443858,0.018725576,0.0,0.0,1.0
26560000,1.9220431,5606.0,1214.3901461935025,0.033813853,0.25,0.25,1.0
26570000,1.9073464,3725.5,1214.1686304857808,-0.009376401,-0.5,-0.5,1.0
26580000,1.8738729,3060.6,1214.5519417281962,0.023618096,0.2,0.2,1.0
26590000,1.902044,2499.6666666666665,1215.1524303842561,-0.02255828,0.6666666666666666,0.6666666666666666,1.0
26600000,1.8395929,4326.666666666667,1215.3408015767088,-0.061439317,-0.3333333333333333,-0.3333333333333333,1.0
26610000,1.8497603,5999.0,1215.015531205461,-0.066237584,0.0,0.0,1.0
26620000,1.8815161,None,None,-0.045255702,0.0,0.0,1.0
26630000,1.840917,4930.0,1215.0333403263962,-0.052573532,-0.3333333333333333,-0.3333333333333333,1.0
26640000,1.8849337,262.5,1214.3069147878145,-0.007981349,0.0,0.0,1.0
26650000,1.8854222,5924.0,1214.8272929382988,0.043548103,0.5,0.5,1.0
26660000,1.915357,5326.0,1215.255164405945,-0.033223193,0.3333333333333333,0.3333333333333333,1.0
26670000,1.8682271,5999.0,1215.5966554177257,0.008006113,0.0,0.0,1.0
26680000,1.8038019,776.0,1215.6044506886658,0.010494418,0.0,0.0,1.0
26690000,1.87762,2334.0,1215.868524949421,0.00793744,0.5,0.5,1.0
26700000,1.905148,4299.0,1215.7956408134435,-0.024086773,-0.5,-0.5,1.0
26710000,1.9527055,3881.0,1215.141337766154,-0.006337056,-0.5,-0.5,1.0
26720000,1.9748131,3240.5,1214.6528309947378,-0.0030252861,-0.5,-0.5,1.0
26730000,1.9328624,1120.0,1214.1566042848958,-0.014974544,-1.0,-1.0,1.0
26740000,1.8933307,4113.75,1214.552634431417,0.029354684,0.0,0.0,1.0
26750000,1.919023,5324.5,1213.6932239808389,-0.0680909,-0.5,-0.5,1.0
26760000,1.9281675,5899.5,1213.7131857226582,0.0009150207,0.0,0.0,1.0
26770000,1.9418972,None,None,0.0029653502,None,None,1.0
26780000,1.9094052,5999.0,1213.7359221363959,0.04642887,0.0,0.0,1.0
26790000,1.9287931,5999.0,1214.2637665690015,0.035259105,0.3333333333333333,0.3333333333333333,1.0
26800000,1.8183303,3560.5,1213.7743030276197,0.040274974,-0.5,-0.5,1.0
26810000,1.7964498,3283.0,1214.1313294421825,0.09552836,0.5,0.5,1.0
26820000,1.9096758,3065.0,1214.808292653586,0.056703005,0.6666666666666666,0.6666666666666666,1.0
26830000,1.9070071,1087.0,1215.8233647978082,0.04815558,1.0,1.0,1.0
26840000,1.875315,5999.0,1215.8295827455665,0.008208013,None,None,1.0
26850000,1.8934469,2782.75,1216.8412417403717,0.04757792,0.6,0.6,1.0
26860000,1.8606784,5999.0,1217.3496683334902,-0.009635885,0.0,0.0,1.0
26870000,1.8345088,2632.0,1216.8584364710941,-0.06875083,-0.6666666666666666,-0.6666666666666666,1.0
26880000,1.9160405,773.0,1216.3673059916741,0.037765063,0.0,0.0,1.0
26890000,1.9193124,None,None,0.036609523,None,None,1.0
26900000,1.9011503,3906.0,1216.3673059916741,0.046475314,0.0,0.0,1.0
26910000,1.9339261,4834.75,1216.4958919509056,0.054102268,0.4,0.4,1.0
26920000,1.9960533,5959.5,1216.8736418198152,0.013706853,0.0,0.0,1.0
26930000,1.918482,2294.0,1216.1309895886955,-0.008595093,-0.6666666666666666,-0.6666666666666666,1.0
26940000,1.8363945,None,None,-0.06573762,None,None,1.0
26950000,1.8460188,4812.0,1215.6399664878932,-0.063823484,-0.5,-0.5,1.0
26960000,1.8247653,5999.0,1215.24319047943,-0.053697895,-0.3333333333333333,-0.3333333333333333,1.0
26970000,1.8393964,5999.0,1214.9250777613724,-0.040649675,0.0,0.0,1.0
26980000,1.8770726,5977.333333333333,1214.4269123784006,-0.06415491,-0.6666666666666666,-0.6666666666666666,1.0
26990000,1.9441247,1066.0,1214.4269123784006,-0.014169143,-1.0,-1.0,1.0
27000000,1.9156059,2758.0,1214.9358183349545,0.0125112925,None,None,1.0
27010000,1.9310596,5999.0,1214.941927110488,0.024776394,0.5,0.5,1.0
27020000,1.8523047,4937.666666666667,1215.2936285841615,0.036399372,0.25,0.25,1.0
27030000,1.8479763,5999.0,1215.4633435367682,0.0067721205,0.0,0.0,1.0
27040000,1.8410038,4040.5,1215.9736798726174,0.011218589,0.5,0.5,1.0
27050000,1.8442909,5999.0,1215.979601874173,0.0026753459,0.0,0.0,1.0
27060000,1.7769792,5999.0,1216.4884221012649,0.0037970275,1.0,1.0,1.0
27070000,1.8017454,3171.25,1216.743570835118,0.045253873,0.5,0.5,1.0
27080000,1.8309714,None,None,0.019196412,None,None,1.0
27090000,1.872465,1806.2,1217.600522104308,0.01827217,0.6,0.6,1.0
27100000,1.8717762,None,None,-0.002810895,None,None,1.0
27110000,1.8910426,4423.0,1218.5085687483545,0.011173503,1.0,1.0,1.0
27120000,1.9391176,5312.0,1218.5127632920696,0.011414488,0.0,0.0,1.0
27130000,1.9460982,863.0,1218.8426305230876,0.016471563,0.3333333333333333,0.3333333333333333,1.0
27140000,1.9373087,5331.5,1219.007617664902,0.012097289,0.0,0.0,1.0
27150000,1.9428672,2221.0,1219.7575592624182,0.01519188,1.0,1.0,1.0
27160000,1.8399378,4174.6,1220.194376558929,-0.025425613,0.2,0.2,1.0
27170000,1.8619558,5999.0,1219.9897420823247,-0.017143998,-1.0,-1.0,1.0
27180000,1.9062939,3706.0,1220.2369753213666,-0.03563436,0.0,0.0,1.0
27190000,1.9145188,5999.0,1219.9877818243049,0.0112643,0.0,0.0,1.0
27200000,1.9179119,5999.0,1219.9818127380056,0.012239394,0.0,0.0,1.0
27210000,1.938735,5999.0,1220.4734016869913,0.010295776,0.5,0.5,1.0
27220000,1.9464418,5506.333333333333,1219.9600934647299,-0.01197454,-0.25,-0.25,1.0
27230000,1.8910224,5999.0,1219.9512456473678,-0.018356193,0.0,0.0,1.0
27240000,1.8866944,5999.0,1219.9432324792442,-0.032438923,0.0,0.0,1.0
27250000,1.8872974,5999.0,1220.4388123071042,-0.02082753,1.0,1.0,1.0
27260000,1.8155967,4819.5,1220.4389547145158,-0.046902835,-0.5,-0.5,1.0
27270000,1.8520871,4034.0,1220.6787654531283,-0.02422452,0.25,0.25,1.0
27280000,1.8465668,1587.3333333333333,1221.41419085831,0.05524962,0.6666666666666666,0.6666666666666666,1.0
27290000,1.8281051,1340.0,1221.907140383731,-0.023233516,1.0,1.0,1.0
27300000,1.835715,3253.0,1221.642164713097,-0.03293779,-0.5,-0.5,1.0
27310000,1.8400708,3893.5,1221.1209513351307,-0.025725557,-0.5,-0.5,1.0
27320000,1.8600831,5906.666666666667,1220.851164673625,-0.011295701,0.0,0.0,1.0
27330000,1.8458601,5999.0,1220.8341115486999,0.007333369,0.0,0.0,1.0
27340000,1.8572901,4696.0,1220.3247440918296,0.00993543,None,None,1.0
27350000,1.9028841,5999.0,1220.3165895434736,-0.00091586757,-0.5,-0.5,1.0
27360000,1.8971477,5999.0,1220.3140154630942,0.0015874745,0.0,0.0,1.0
27370000,1.8910611,5999.0,1220.3038455588435,-0.004735985,0.0,0.0,1.0
27380000,1.9170746,5999.0,1220.7983264063091,-0.005265846,0.5,0.5,1.0
27390000,1.9295615,5564.5,1220.7983068102626,-0.024962867,-0.5,-0.5,1.0
27400000,1.9376689,761.0,1220.2919140932079,0.0006440102,-1.0,-1.0,1.0
27410000,1.9356316,5999.0,1220.281512311326,-0.011212116,0.0,0.0,1.0
27420000,1.945359,5999.0,1220.2795571235545,0.005165494,0.0,0.0,1.0
27430000,1.931399,5999.0,1220.2807411415051,-0.0068221213,0.0,0.0,1.0
27440000,1.9525076,5999.0,1220.2812533647161,-0.0063792258,0.0,0.0,1.0
27450000,1.9308593,5999.0,1220.2812533647161,0.0031527423,0.0,0.0,1.0
27460000,1.9416075,5999.0,1220.2812533647161,-0.0059679365,0.0,0.0,1.0
27470000,1.9131536,1918.5,1220.2807557169099,-0.0017705312,0.0,0.0,1.0
27480000,1.8708655,1537.0,1220.2762076119986,0.013873616,0.0,0.0,1.0
27490000,1.8599027,2062.0,1220.4313817171794,-0.007420281,0.0,0.0,1.0
27500000,1.8832039,2446.5,1220.2605426640243,-0.0039970796,0.5,0.5,1.0
27510000,1.8547363,4996.0,1220.2604282995733,-0.0031454372,0.0,0.0,1.0
27520000,1.8675666,5900.0,1219.506600535699,0.0043433313,-1.0,-1.0,1.0
27530000,1.9413067,5999.0,1219.2540028332398,0.0234227,-1.0,-1.0,1.0
27540000,1.9200846,5021.75,1219.615818495144,0.022681888,0.4,0.4,1.0
27550000,1.9231094,5999.0,1220.2351318179924,0.0008250525,0.0,0.0,1.0
27560000,1.8495662,4956.0,1220.4736234891575,-0.017028864,0.0,0.0,1.0
27570000,1.8158169,5999.0,1220.7194631779591,-0.0021537454,0.5,0.5,1.0
27580000,1.8316554,None,None,0.014992041,None,None,1.0
27590000,1.772942,5999.0,1220.0828601812166,0.007920844,-0.3333333333333333,-0.3333333333333333,1.0
27600000,1.8393987,4757.5,1219.9495106384584,0.018916262,0.0,0.0,1.0
27610000,1.718002,1480.5,1220.4349361925556,0.022802368,1.0,1.0,1.0
27620000,1.7881931,5999.0,1221.1678288047933,0.026903117,0.6666666666666666,0.6666666666666666,1.0
27630000,1.7834754,1423.0,1220.6627077985179,0.009239978,-1.0,-1.0,1.0
27640000,1.8167236,5214.5,1221.1576752434498,0.0138493385,1.0,1.0,1.0
27650000,1.8152876,5080.5,1221.644492987803,0.04257324,0.5,0.5,1.0
27660000,1.899718,5999.0,1221.6425366745461,0.0076182843,-0.5,-0.5,1.0
27670000,1.8603038,2692.2,1221.0154198880361,-0.013664591,-0.4,-0.4,1.0
27680000,1.917275,1996.0,1220.5944188590897,-0.007881496,0.0,0.0,1.0
27690000,1.8999966,3043.0,1220.5952396001696,-0.008400557,0.0,0.0,1.0
27700000,1.9025913,3365.0,1220.0960579789732,-0.015644813,-1.0,-1.0,1.0
27710000,1.9261938,4439.0,1220.0963716449658,-0.008045707,0.0,0.0,1.0
27720000,1.9306715,5063.666666666667,1220.097849463756,-0.007942192,0.0,0.0,1.0
27730000,1.9427136,5871.0,1220.0879855334585,-0.004685888,0.0,0.0,1.0
27740000,1.9700955,5999.0,1220.0768141143283,-0.00088883366,0.0,0.0,1.0
27750000,1.9634358,5999.0,1220.0768443866295,-0.0075654,0.0,0.0,1.0
27760000,1.9496787,5131.666666666667,1220.405947274847,0.0015568723,0.3333333333333333,0.3333333333333333,1.0
27770000,1.9784739,5999.0,1220.5676167507568,-0.0038428516,-0.5,-0.5,1.0
27780000,1.9822241,5999.0,1220.567397032769,-0.0042876373,0.0,0.0,1.0
27790000,1.9513803,5999.0,1220.5566828163442,-0.010816162,0.0,0.0,1.0
27800000,1.9325321,3893.5,1221.0380841114488,0.018337708,0.5,0.5,1.0
27810000,1.9382352,5999.0,1220.527304149354,-0.005745816,-1.0,-1.0,1.0
27820000,1.9406856,5999.0,1220.5271312774314,-0.0016940071,0.0,0.0,1.0
27830000,1.9382926,3819.0,1220.0186004299856,0.024994528,-0.3333333333333333,-0.3333333333333333,1.0
27840000,1.8891094,5999.0,1219.5010379360635,0.019765034,0.0,0.0,1.0
27850000,1.8965223,5999.0,1219.5019414276696,0.013877918,0.0,0.0,1.0
27860000,1.8908815,5999.0,1219.7553531828985,0.023432279,0.5,0.5,1.0
27870000,1.9270427,637.0,1219.7524999441691,0.0012026341,-0.5,-0.5,1.0
27880000,1.949046,1516.3333333333333,1220.5018230504609,0.08373024,1.0,1.0,1.0
27890000,2.0342402,1984.5,1220.500992539054,-0.0058414605,-0.5,-0.5,1.0
27900000,1.9841413,1972.0,1220.2397865812773,-0.009748086,0.0,0.0,1.0
27910000,1.9566534,1962.0,1220.9764892810315,0.043405335,1.0,1.0,1.0
27920000,1.9149904,5498.0,1220.9679701942114,0.026178366,0.0,0.0,1.0
27930000,1.941433,4127.0,1221.1252966102559,0.0756294,-0.25,-0.25,1.0
27940000,1.9354154,5403.5,1220.954224941122,0.06881402,0.0,0.0,1.0
27950000,1.8837043,3635.6666666666665,1220.7777141137387,0.07930183,0.0,0.0,1.0
27960000,1.8801812,5999.0,1221.6802211176332,0.095988676,1.0,1.0,1.0
27970000,1.9020038,None,None,0.06474747,None,None,1.0
27980000,1.9126707,5999.0,1221.9303865604813,0.059392225,1.0,1.0,1.0
27990000,1.9697458,5999.0,1221.9172275875726,0.022233654,0.0,0.0,1.0
28000000,1.972482,5999.0,1222.5781935524149,0.039506625,0.6666666666666666,0.6666666666666666,1.0
28010000,1.982383,5999.0,1223.2534763112094,0.03195054,0.5,0.5,1.0
28020000,1.9688436,None,None,0.015009925,None,None,1.0
28030000,1.949356,None,None,0.02017131,None,None,1.0
28040000,1.9677157,4848.5,1223.855886888431,0.019220646,0.3333333333333333,0.3333333333333333,1.0
28050000,1.9945549,5999.0,1223.8422761659085,0.019141478,0.3333333333333333,0.3333333333333333,1.0
28060000,1.976177,5999.0,1223.8258852304625,0.018597681,0.0,0.0,1.0
28070000,1.9584051,5169.5,1223.562682866535,0.0035031058,-0.5,-0.5,1.0
28080000,1.9744257,1996.0,1223.3074551293555,-0.00069461926,0.0,0.0,1.0
28090000,1.964704,2764.5,1222.5517184733799,-0.011151943,-1.0,-1.0,1.0
28100000,1.9782906,2899.5,1222.2958531097322,0.027074575,0.5,0.5,1.0
28110000,1.9901942,3110.0,1222.2914349003984,0.0064274487,-0.3333333333333333,-0.3333333333333333,1.0
28120000,1.9452255,3378.0,1222.107942630508,-0.008137406,-0.3333333333333333,-0.3333333333333333,1.0
28130000,1.9615192,4049.0,1221.2652496359365,-0.014495602,0.0,0.0,1.0
28140000,1.9312458,5999.0,1221.2561974756236,-0.051121205,0.0,0.0,1.0
28150000,1.9086951,None,None,-0.02670083,None,None,1.0
28160000,1.8913603,5999.0,1221.2471713622645,-0.017989479,0.0,0.0,1.0
28170000,1.8821416,4740.0,1220.4934829240497,-0.014746118,-1.0,-1.0,1.0
28180000,1.9234638,5999.0,1219.7449071584854,-0.0048926896,-0.25,-0.25,1.0
28190000,1.9191203,443.0,1219.2388828848595,0.0029282514,-1.0,-1.0,1.0
28200000,1.9049951,5926.0,1219.4917896433858,0.0011702079,0.0,0.0,1.0
28210000,1.8881141,4917.5,1219.497356423989,0.004108726,0.5,0.5,1.0
28220000,1.8974826,4315.75,1219.8751614958908,-0.027759599,0.0,0.0,1.0
28230000,1.8931971,None,None,0.016598392,None,None,1.0
28240000,1.9259955,5999.0,1220.2496549719165,0.00067699037,-1.0,-1.0,1.0
28250000,1.951024,5374.333333333333,1220.745504425831,0.0048604044,0.6666666666666666,0.6666666666666666,1.0
28260000,1.9331113,4964.5,1221.7505440125094,-0.0038360332,0.5,0.5,1.0
28270000,1.9205791,3986.0,1220.9092792545273,-0.010473706,-0.6666666666666666,-0.6666666666666666,1.0
28280000,1.9070889,None,None,6.6421926e-05,None,None,1.0
28290000,1.9092791,2278.0,1220.7360260531213,0.0009789382,0.0,0.0,1.0
28300000,1.9422066,3747.6666666666665,1221.2351927004754,0.0007939881,0.3333333333333333,0.3333333333333333,1.0
28310000,1.9588648,3847.0,1220.9040273240919,-0.0033358806,-0.3333333333333333,-0.3333333333333333,1.0
28320000,1.8907194,5670.0,1220.7431910190476,-0.0015542378,0.0,0.0,1.0
28330000,1.9117361,361.0,1221.2417038115532,0.01660053,1.0,1.0,1.0
28340000,1.9070994,5999.0,1221.2410176152111,0.011424791,0.0,0.0,1.0
